hash,split,class,path
9582636dd891b3e6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\83-rotated3-rotated2-rotated1 - Copy (1).jpg
9582636dd891b3e6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\83-rotated3-rotated2-rotated1 - Copy.jpg
959577684a5af216,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\83-rotated3-rotated3-rotated2.jpg
959577684a5af216,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\83-rotated3-rotated3-rotated2 - Copy (1).jpg
959577684a5af216,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\83-rotated3-rotated3-rotated2 - Copy.jpg
9133664e1ee42fca,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\84-rotated1-rotated1-rotated1.jpg
9133664e1ee42fca,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated1-rotated1 - Copy (1).jpg
9133664e1ee42fca,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated1-rotated1 - Copy.jpg
9133664e1ee42fca,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated3-rotated1 (1).jpg
9133664e1ee42fca,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated3-rotated1 - Copy (1).jpg
9133664e1ee42fca,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated3-rotated1 - Copy.jpg
9133664e1ee42fca,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated3-rotated1.jpg
9931674a5a4734af,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\84-rotated1-rotated2-rotated2.jpg
9931674a5a4734af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated2-rotated2 - Copy (1).jpg
9931674a5a4734af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated2-rotated2 - Copy.jpg
98b4666b4b7a6a92,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\84-rotated1-rotated3-rotated3.jpg
98b4666b4b7a6a92,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated3-rotated3 - Copy (1).jpg
98b4666b4b7a6a92,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated3-rotated3 - Copy.jpg
9931664a5ac53fe8,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\84-rotated2-rotated1-rotated3.jpg
9931664a5ac53fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated1-rotated2 (1).jpg
9931664a5ac53fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated1-rotated2 - Copy (1).jpg
9931664a5ac53fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated1-rotated2 - Copy.jpg
9931664a5ac53fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated1-rotated2.jpg
9931664a5ac53fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated1-rotated3 - Copy (1).jpg
9931664a5ac53fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated1-rotated3 - Copy.jpg
9931664a5ac53fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated2-rotated1 (1).jpg
9931664a5ac53fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated2-rotated1 - Copy (1).jpg
9931664a5ac53fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated2-rotated1 - Copy.jpg
9931664a5ac53fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated2-rotated1.jpg
9933664e58e42fe8,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\84-rotated2-rotated3.jpg
9933664e58e42fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated3 - Copy (1).jpg
9933664e58e42fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated2-rotated3 - Copy.jpg
99b467694b5a7292,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\84-rotated3-rotated1.jpg
99b467694b5a7292,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated3-rotated1 - Copy (1).jpg
99b467694b5a7292,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated3-rotated1 - Copy.jpg
9931674e520735af,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\84-rotated3-rotated2-rotated1.jpg
9931674e520735af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated1 (1).jpg
9931674e520735af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated1 - Copy (1).jpg
9931674e520735af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated1 - Copy.jpg
9931674e520735af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated1.jpg
9931674e520735af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated3-rotated1 (1).jpg
9931674e520735af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated3-rotated1 - Copy (1).jpg
9931674e520735af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated3-rotated1 - Copy.jpg
9931674e520735af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated1-rotated3-rotated1.jpg
9931674e520735af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated3-rotated2-rotated1 - Copy (1).jpg
9931674e520735af,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated3-rotated2-rotated1 - Copy.jpg
94176ac89a32a57f,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\84-rotated3-rotated3-rotated2.jpg
94176ac89a32a57f,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated3-rotated3-rotated2 - Copy (1).jpg
94176ac89a32a57f,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\84-rotated3-rotated3-rotated2 - Copy.jpg
993627656966369c,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\85-rotated1-rotated1-rotated1.jpg
993627656966369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated1-rotated1 - Copy (1).jpg
993627656966369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated1-rotated1 - Copy.jpg
98326f6d6962369c,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\85-rotated1-rotated2-rotated2.jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated2 (1).jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated2 - Copy (1).jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated2 - Copy.jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated2-rotated2 - Copy (1).jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated2-rotated2 - Copy.jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated2-rotated3 (1).jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated2-rotated3 - Copy (1).jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated2-rotated3 - Copy.jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated2-rotated3.jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated2.jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated3-rotated2 (1).jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated3-rotated2 - Copy (1).jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated3-rotated2 - Copy.jpg
98326f6d6962369c,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated3-rotated2.jpg
98326f6d6962369c,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\85-rotated1-rotated2-rotated3.jpg
9966376561276798,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\85-rotated1-rotated3-rotated3.jpg
9966376561276798,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated3-rotated3 - Copy (1).jpg
9966376561276798,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated1-rotated3-rotated3 - Copy.jpg
994d3632693663b6,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\85-rotated2-rotated1-rotated3.jpg
994d3632693663b6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated2-rotated1-rotated3 - Copy (1).jpg
994d3632693663b6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated2-rotated1-rotated3 - Copy.jpg
9c33666d68e4b495,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\85-rotated2-rotated3.jpg
9c33666d68e4b495,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated2-rotated1 (1).jpg
9c33666d68e4b495,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated2-rotated1 - Copy (1).jpg
9c33666d68e4b495,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated2-rotated1 - Copy.jpg
9c33666d68e4b495,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated2-rotated1.jpg
9c33666d68e4b495,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated2-rotated3 - Copy (1).jpg
9c33666d68e4b495,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated2-rotated3 - Copy.jpg
98336e6d68e4349d,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\85-rotated3-rotated1.jpg
98336e6d68e4349d,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated3-rotated1 - Copy (1).jpg
98336e6d68e4349d,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated3-rotated1 - Copy.jpg
8738676c3da53cc2,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\85-rotated3-rotated2-rotated1.jpg
8738676c3da53cc2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated3-rotated2-rotated1 - Copy (1).jpg
8738676c3da53cc2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated3-rotated2-rotated1 - Copy.jpg
98336e6d6ba43495,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\85-rotated3-rotated3-rotated2.jpg
98336e6d6ba43495,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated3-rotated3-rotated2 - Copy (1).jpg
98336e6d6ba43495,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\85-rotated3-rotated3-rotated2 - Copy.jpg
87b4674c58d31ee2,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\86-rotated1-rotated1-rotated1.jpg
87b4674c58d31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated1-rotated1-rotated1 - Copy (1).jpg
87b4674c58d31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated1-rotated1-rotated1 - Copy.jpg
9ab3266c6de9222e,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\86-rotated1-rotated2-rotated2.jpg
9ab3266c6de9222e,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated1-rotated2-rotated2 - Copy (1).jpg
9ab3266c6de9222e,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated1-rotated2-rotated2 - Copy.jpg
99939b6664643e36,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\86-rotated1-rotated3-rotated3.jpg
99939b6664643e36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated1-rotated3-rotated3 - Copy (1).jpg
99939b6664643e36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated1-rotated3-rotated3 - Copy.jpg
99939b6664643e36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated3-rotated2 (1).jpg
99939b6664643e36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated3-rotated2 - Copy (1).jpg
99939b6664643e36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated3-rotated2 - Copy.jpg
99939b6664643e36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated3-rotated2.jpg
99939b6664643e36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated3 (1).jpg
99939b6664643e36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated3 - Copy (1).jpg
99939b6664643e36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated3 - Copy.jpg
99939b6664643e36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated3.jpg
96b2666c69cb5a43,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\86-rotated2-rotated1-rotated3.jpg
96b2666c69cb5a43,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated1-rotated3 - Copy (1).jpg
96b2666c69cb5a43,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated1-rotated3 - Copy.jpg
99939b6464243fb3,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\86-rotated2-rotated3.jpg
99939b6464243fb3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated1-rotated2 (1).jpg
99939b6464243fb3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated1-rotated2 - Copy (1).jpg
99939b6464243fb3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated1-rotated2 - Copy.jpg
99939b6464243fb3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated1-rotated2.jpg
99939b6464243fb3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated3 - Copy (1).jpg
99939b6464243fb3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated2-rotated3 - Copy.jpg
99939b6464243fb3,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\86-rotated2-rotated3.jpg
96b0676c49c35ae3,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\86-rotated3-rotated1.jpg
96b0676c49c35ae3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated1 - Copy (1).jpg
96b0676c49c35ae3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated1 - Copy.jpg
86b4676c59c31ee2,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\86-rotated3-rotated2-rotated1.jpg
86b4676c59c31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated2 (1).jpg
86b4676c59c31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated2 - Copy (1).jpg
86b4676c59c31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated2 - Copy.jpg
86b4676c59c31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated2-rotated1 - Copy (1).jpg
86b4676c59c31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated2-rotated1 - Copy.jpg
86b4676c59c31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated2-rotated2 (1).jpg
86b4676c59c31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated2-rotated2 - Copy (1).jpg
86b4676c59c31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated2-rotated2 - Copy.jpg
86b4676c59c31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated2-rotated2.jpg
86b4676c59c31ee2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated2.jpg
86b4676c59c31ee2,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\86-rotated3-rotated2-rotated2.jpg
85bd614b5ad217e4,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\86-rotated3-rotated3-rotated2.jpg
85bd614b5ad217e4,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated3-rotated2 - Copy (1).jpg
85bd614b5ad217e4,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\86-rotated3-rotated3-rotated2 - Copy.jpg
861e61377a155ab5,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\87-rotated1-rotated1-rotated1.jpg
861e61377a155ab5,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated1-rotated1-rotated1 - Copy (1).jpg
861e61377a155ab5,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated1-rotated1-rotated1 - Copy.jpg
91a20973660f7ef8,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\87-rotated1-rotated2-rotated2.jpg
91a20973660f7ef8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated1-rotated1-rotated3 (1).jpg
91a20973660f7ef8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated1-rotated1-rotated3 - Copy (1).jpg
91a20973660f7ef8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated1-rotated1-rotated3 - Copy.jpg
91a20973660f7ef8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated1-rotated1-rotated3.jpg
91a20973660f7ef8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated1-rotated2-rotated2 - Copy (1).jpg
91a20973660f7ef8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated1-rotated2-rotated2 - Copy.jpg
91a20973660f7ef8,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\87-rotated1-rotated1-rotated3.jpg
86d3582d162aeb5d,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\87-rotated1-rotated3-rotated3.jpg
86d3582d162aeb5d,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated1-rotated3-rotated3 - Copy (1).jpg
86d3582d162aeb5d,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated1-rotated3-rotated3 - Copy.jpg
960e21637e521ff1,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\87-rotated2-rotated1-rotated3.jpg
960e21637e521ff1,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated2-rotated1-rotated3 - Copy (1).jpg
960e21637e521ff1,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated2-rotated1-rotated3 - Copy.jpg
928c197247fff803,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\87-rotated2-rotated3.jpg
928c197247fff803,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated2-rotated2-rotated1 (1).jpg
928c197247fff803,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated2-rotated2-rotated1 - Copy (1).jpg
928c197247fff803,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated2-rotated2-rotated1 - Copy.jpg
928c197247fff803,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated2-rotated2-rotated1.jpg
928c197247fff803,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated2-rotated3 - Copy (1).jpg
928c197247fff803,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated2-rotated3 - Copy.jpg
871e61367a255ab5,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\87-rotated3-rotated1.jpg
871e61367a255ab5,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated3-rotated1 - Copy (1).jpg
871e61367a255ab5,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated3-rotated1 - Copy.jpg
c4d3582e1752aa7d,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\87-rotated3-rotated2-rotated1.jpg
c4d3582e1752aa7d,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated3-rotated2-rotated1 - Copy (1).jpg
c4d3582e1752aa7d,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated3-rotated2-rotated1 - Copy.jpg
c1d6592e27d45aa9,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\87-rotated3-rotated3-rotated2.jpg
c1d6592e27d45aa9,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated3-rotated3-rotated2 - Copy (1).jpg
c1d6592e27d45aa9,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\87-rotated3-rotated3-rotated2 - Copy.jpg
c1d6592e27d45aa9,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\87-rotated3-rotated3-rotated2.jpg
960c196b7bf01ee1,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\88-rotated1-rotated1-rotated1.jpg
960c196b7bf01ee1,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\88-rotated1-rotated1-rotated1 - Copy (1).jpg
960c196b7bf01ee1,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\88-rotated1-rotated1-rotated1 - Copy.jpg
940d19637bf01fe8,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\88-rotated1-rotated2-rotated2.jpg
940d19637bf01fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\88-rotated1-rotated2-rotated2 - Copy (1).jpg
940d19637bf01fe8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\88-rotated1-rotated2-rotated2 - Copy.jpg
865a093d78bd4ea5,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\88-rotated1-rotated3-rotated3.jpg
